0: {(city,=,"Iasi");(wind,<=,80)}
1055: {(temp,<=,20);(city,=,"Constanta");(wind,<,41);(direction,>,"SW")}
1056: {(city,=,"Constanta");(wind,<,99)}
1253: {(rain,<,6.5);(temp,<=,3);(city,=,"Cluj");(wind,>,2)}
800: {(rain,<,36.1);(temp,<=,1);(city,=,"Bucharest");(direction,>=,"W")}
1058: {(rain,<,12.1);(temp,<=,23);(city,=,"Craiova")}
1254: {(temp,!=,30);(city,=,"Timisoara");(wind,>=,54)}
1255: {(city,>,"Timisoara");(wind,>,18);(direction,>=,"SE")}
801: {(rain,>,26.1);(city,=,"Craiova")}
1257: {(temp,<=,8);(city,!=,"Timisoara");(wind,<=,73)}
1260: {(city,>,"Cluj");(stationid,<=,76)}
802: {(date,!=,11.02.2025);(rain,>,17.9);(city,>=,"Cluj");(wind,!=,37)}
1263: {(city,=,"Brasov");(wind,!=,79)}
1264: {(rain,!=,14.0);(city,=,"Iasi");(wind,>,97)}
805: {(rain,<,6.3);(temp,>=,4);(city,=,"Craiova")}
1265: {(city,=,"Cluj")}
1268: {(rain,!=,34.0);(temp,<,25);(city,=,"Iasi");(wind,<=,58)}
1060: {(temp,<,23);(city,=,"Craiova")}
806: {(date,>=,09.04.2023);(temp,<=,17);(city,=,"Craiova");(wind,<=,76)}
1269: {(date,!=,08.01.2025);(temp,!=,-4);(wind,>=,40)}
807: {(city,=,"Constanta");(wind,<,49)}
1273: {(stationid,<,70);(direction,>=,"SE")}
1062: {(temp,<=,26);(city,=,"Bucharest");(wind,>=,78)}
808: {(rain,>=,4.9);(temp,>=,-8);(city,=,"Bucharest");(wind,<,81);(direction,<,"NW")}
1276: {(rain,<=,20.0);(city,>,"Timisoara");(wind,!=,63)}
1070: {}
809: {(rain,<,21.2);(temp,<,18);(city,>=,"Cluj")}
1071: {(temp,<=,1);(city,=,"Timisoara")}
1280: {(temp,>,11)}
1072: {(temp,>=,29);(city,<,"Iasi");(wind,<=,86)}
1287: {(temp,!=,-4);(city,=,"Constanta");(wind,<,80)}
1288: {(city,<=,"Iasi")}
810: {(temp,<=,1);(wind,>,71);(direction,!=,"N")}
1295: {(temp,<,9);(city,>=,"Constanta")}
811: {(rain,<,23.9);(city,=,"Brasov");(wind,<,17)}
1297: {(rain,!=,28.1);(temp,!=,-7);(wind,>,0)}
813: {(rain,!=,21.6);(temp,<,9);(city,=,"Craiova")}
1077: {(date,>,19.05.2023);(rain,>=,15.8);(temp,<=,29);(city,=,"Bucharest");(stationid,<,77)}
1083: {(rain,!=,49.6);(city,=,"Cluj");(stationid,>=,55);(wind,!=,34)}
1299: {(rain,>,48.2);(temp,<,20);(city,=,"Iasi");(wind,<=,72)}
1300: {(city,<=,"Cluj");(wind,<,74);(direction,!=,"S")}
1089: {(date,>=,01.09.2023);(rain,<,9.1);(city,=,"Constanta");(wind,>=,39)}
1303: {(city,=,"Constanta");(stationid,>=,20)}
1304: {(temp,>,-5);(city,=,"Timisoara");(wind,!=,39)}
825: {(city,=,"Craiova");(wind,>=,25)}
1090: {(city,=,"Timisoara")}
1091: {(city,=,"Brasov");(wind,!=,30)}
1096: {(city,>,"Constanta");(stationid,<=,19);(wind,>=,23)}
1097: {(city,=,"Brasov");(wind,<=,6);(direction,!=,"S")}
1310: {(rain,>=,45.9);(city,=,"Timisoara");(wind,>=,80)}
1101: {(city,<=,"Brasov");(wind,>,11)}
829: {(rain,<=,7.7);(city,=,"Craiova");(wind,!=,5)}
1105: {(temp,<=,9);(city,=,"Constanta");(stationid,<,33)}
831: {(temp,<,-1);(city,<=,"Cluj");(stationid,<=,84)}
1107: {(rain,<,33.0);(stationid,>=,49)}
839: {(rain,!=,33.6);(temp,<,-2);(city,>=,"Craiova");(wind,>=,73)}
1314: {(rain,<=,21.3);(city,=,"Brasov");(stationid,>=,23);(wind,<,95)}
1109: {(rain,!=,2.5);(city,>,"Cluj");(wind,>=,19)}
1114: {(temp,!=,-5);(city,=,"Iasi")}
845: {(temp,!=,30);(city,=,"Timisoara")}
1315: {(rain,>,37.8);(temp,>=,3);(city,<=,"Timisoara");(wind,>,15)}
1115: {(temp,>,3);(city,=,"Craiova");(wind,!=,9)}
848: {(rain,>=,19.0);(temp,>,25);(city,!=,"Timisoara");(wind,>,0);(direction,<=,"N")}
1121: {(date,>,28.07.2023);(temp,>=,9);(city,=,"Bucharest");(stationid,>=,50);(wind,!=,13);(direction,>=,"N")}
1323: {(date,<,26.09.2024);(rain,<=,12.0);(city,<,"Timisoara")}
1127: {(temp,<=,9);(city,=,"Timisoara");(wind,>,24);(direction,<,"S")}
1135: {(temp,<=,14);(city,=,"Timisoara");(wind,<=,66)}
1324: {(city,=,"Timisoara");(wind,>,52)}
1138: {(city,=,"Timisoara");(direction,>,"SE")}
849: {(rain,>=,38.7);(temp,>=,1);(city,!=,"Craiova");(direction,<,"W")}
1326: {(temp,>=,13);(city,=,"Craiova");(stationid,<,2);(wind,!=,16)}
1141: {(temp,<=,4)}
1143: {(temp,<,15);(city,=,"Timisoara")}
850: {(temp,<=,-2)}
1327: {(date,<,22.01.2023);(temp,<=,-5);(city,=,"Bucharest")}
1152: {(temp,<=,-8);(city,=,"Brasov");(wind,<=,30)}
851: {(temp,>=,21);(city,=,"Timisoara");(stationid,!=,90);(wind,>,66)}
1328: {(rain,<=,36.9);(temp,!=,14);(wind,<=,64)}
1154: {(rain,>=,30.8);(temp,<,18);(city,=,"Craiova");(wind,!=,63)}
858: {(temp,>=,0);(city,<,"Cluj")}
1160: {(rain,>=,7.5);(temp,<=,17);(city,=,"Constanta");(wind,>,45)}
1329: {(temp,<=,17);(city,!=,"Timisoara");(wind,<,58)}
1162: {(date,>=,18.05.2023);(city,=,"Craiova");(stationid,>=,99);(wind,>,69)}
863: {(rain,!=,22.1);(temp,>,7);(city,=,"Timisoara");(wind,<,21)}
1334: {(temp,!=,-1);(city,=,"Craiova");(stationid,<,52);(wind,<,83)}
1167: {(city,=,"Constanta")}
1169: {(temp,<,13);(stationid,!=,5)}
1342: {(date,!=,13.11.2023);(city,=,"Bucharest");(stationid,<=,21)}
867: {(rain,<,17.0);(temp,<,2);(city,=,"Craiova")}
1173: {(temp,<,16);(city,>,"Iasi")}
1346: {(rain,<,41.8);(temp,<=,10);(city,=,"Constanta")}
1174: {(rain,!=,45.6);(temp,>,-5);(city,>=,"Bucharest");(direction,>=,"S")}
868: {(rain,<,10.7);(city,=,"Cluj");(stationid,<=,94)}
1177: {(date,<,02.02.2025);(city,=,"Constanta");(wind,>=,58)}
1351: {(city,=,"Cluj")}
1180: {(city,=,"Timisoara");(stationid,>,35)}
1357: {(rain,!=,18.2);(temp,<,22);(city,=,"Bucharest");(wind,>=,83);(direction,<,"W")}
1182: {(temp,<,27);(city,=,"Bucharest");(wind,>=,75)}
1358: {(city,=,"Brasov")}
1184: {(rain,!=,23.5);(temp,>,-6);(city,=,"Constanta");(wind,>=,75)}
1359: {(wind,<=,12)}
873: {(temp,>,21);(city,=,"Brasov");(wind,<,71)}
1362: {(temp,>=,2);(city,=,"Craiova");(wind,>,47)}
878: {(temp,>,9);(city,=,"Iasi");(wind,!=,26);(direction,>,"SE")}
1364: {(temp,!=,1);(city,>=,"Cluj");(wind,>=,50)}
880: {(city,=,"Iasi");(direction,>=,"SW")}
881: {(rain,>,27.5);(temp,<=,7);(city,=,"Craiova");(stationid,!=,33)}
882: {(temp,<,30);(city,=,"Cluj")}
883: {(date,!=,12.10.2024);(temp,>,16);(city,=,"Constanta")}
886: {(city,=,"Constanta");(stationid,<,26)}
1365: {(temp,!=,1);(city,=,"Constanta")}
887: {(date,<,11.11.2024);(city,=,"Timisoara");(stationid,!=,71);(wind,>=,24)}
1189: {(rain,!=,48.8);(city,>=,"Brasov")}
1366: {(rain,<=,49.1);(temp,>=,23);(city,>,"Brasov")}
893: {(date,>=,14.01.2024);(rain,>,15.5);(temp,<=,16);(city,=,"Constanta")}
1191: {(rain,<,8.0);(wind,<,91)}
1367: {(rain,>=,2.5);(temp,<,-9);(city,=,"Constanta");(wind,<=,19)}
895: {(rain,<=,21.1);(temp,>=,-5);(direction,!=,"SE")}
1192: {(city,>,"Craiova");(stationid,>=,87);(direction,!=,"E")}
1368: {(rain,>,44.0);(temp,<=,0);(city,!=,"Bucharest");(wind,!=,68)}
916: {(rain,!=,12.3);(city,=,"Brasov");(wind,>=,43)}
1201: {(city,=,"Bucharest")}
1370: {(city,>,"Constanta");(direction,<=,"SW")}
918: {(temp,>=,21);(wind,>,89)}
919: {(city,=,"Timisoara");(stationid,<=,50);(wind,!=,34)}
1384: {(temp,>,29);(city,<,"Iasi")}
921: {(rain,<,8.0);(temp,>=,1);(city,=,"Iasi");(direction,<=,"SW")}
922: {(city,=,"Timisoara");(stationid,<,34);(wind,>,65)}
1391: {(rain,<,27.2);(temp,!=,18);(city,=,"Cluj");(stationid,>=,80)}
1392: {(temp,<=,-3);(city,!=,"Iasi");(wind,!=,64)}
923: {(date,<,12.05.2023);(rain,!=,43.3);(city,>=,"Bucharest");(stationid,>=,99);(wind,>,93)}
1203: {(city,>=,"Timisoara")}
924: {(date,>=,03.03.2024);(rain,<=,34.8);(temp,<=,11);(city,>,"Constanta");(wind,!=,71)}
1205: {(rain,<,10.3);(temp,>=,29);(city,<=,"Timisoara");(stationid,!=,11)}
1397: {(temp,<,17);(city,=,"Bucharest");(wind,>=,11)}
925: {(temp,!=,-3);(city,=,"Craiova");(wind,<=,91)}
1206: {(temp,>=,-7);(city,=,"Constanta")}
928: {(date,<,14.06.2025);(temp,>=,22);(city,=,"Brasov");(wind,!=,61)}
1218: {(temp,>,13);(city,>,"Bucharest");(wind,>=,57);(direction,!=,"SW")}
931: {(temp,>,30);(city,=,"Iasi");(stationid,>,62);(wind,>,45);(direction,>=,"N")}
1230: {(temp,<=,18);(city,=,"Craiova")}
1399: {(temp,<=,1);(city,=,"Cluj");(stationid,>=,27)}
1232: {(date,!=,25.12.2023);(city,=,"Bucharest")}
1400: {(rain,>,18.7);(city,=,"Bucharest");(stationid,<,85);(wind,<=,67)}
1236: {(temp,<=,-8);(city,=,"Cluj");(wind,!=,22)}
1409: {(rain,>,39.0);(temp,!=,7);(city,=,"Bucharest");(wind,<,1)}
932: {(temp,<=,24);(city,=,"Brasov");(wind,<=,86)}
1243: {(rain,>,21.7)}
1415: {(city,=,"Brasov")}
934: {(temp,<,19)}
1245: {(temp,<,-1);(city,<=,"Bucharest");(stationid,>,5)}
1423: {(rain,>=,14.1);(temp,>,29);(city,<,"Bucharest");(wind,<,75)}
935: {(temp,>,17);(city,>,"Craiova");(wind,<=,34);(direction,!=,"E")}
1246: {(city,>=,"Cluj");(wind,>=,8)}
1428: {(rain,<,11.2);(temp,!=,4);(city,=,"Craiova");(wind,<,31)}
938: {(rain,!=,14.8);(city,!=,"Cluj")}
1249: {(temp,!=,-5)}
1431: {(rain,<=,31.1);(temp,!=,17);(city,=,"Iasi");(stationid,<=,27);(wind,<,40)}
1256: {(city,=,"Cluj")}
946: {(temp,!=,16);(city,=,"Craiova");(stationid,<,55);(wind,<=,4)}
1433: {(city,=,"Craiova")}
1259: {(temp,<=,17);(wind,>=,38)}
947: {(temp,>,27);(city,=,"Cluj")}
1434: {(rain,<,18.4)}
1262: {(rain,>,7.7);(city,<,"Craiova")}
950: {(temp,>=,-5);(wind,>=,89);(direction,!=,"SW")}
1436: {(city,=,"Craiova");(stationid,>=,32);(wind,>,68);(direction,<=,"NE")}
1267: {(rain,!=,14.2);(temp,>,5);(city,=,"Cluj");(stationid,>,54);(wind,!=,28)}
953: {(temp,<=,28);(city,=,"Brasov");(stationid,>=,72);(wind,<=,62)}
1438: {(temp,>=,-3);(city,!=,"Iasi");(stationid,<,75);(wind,>=,19)}
1272: {(temp,<,19);(wind,<=,39)}
954: {(date,<,07.02.2025);(temp,>,-6);(city,=,"Brasov")}
1439: {(temp,!=,4);(city,=,"Bucharest");(stationid,>=,34);(wind,!=,75)}
1274: {(temp,<,4);(city,<,"Constanta");(wind,!=,97)}
1443: {(temp,>=,4);(city,<,"Constanta")}
1275: {(rain,>=,28.6);(city,<,"Constanta");(wind,<,58)}
1444: {(temp,<,3);(city,=,"Bucharest");(wind,<=,53)}
958: {(date,<,21.11.2024);(temp,<=,-9);(city,=,"Constanta");(direction,>,"N")}
1277: {(city,!=,"Constanta");(stationid,!=,20);(wind,!=,12)}
1446: {(rain,<,8.9);(temp,!=,-6);(city,=,"Bucharest");(stationid,<,80);(wind,<,31)}
959: {(temp,>=,12);(city,=,"Bucharest");(wind,>=,46)}
1278: {(date,>,21.08.2024);(rain,<,38.6);(temp,<,-1);(city,=,"Bucharest");(direction,!=,"E")}
1447: {(temp,>,12);(city,>=,"Timisoara")}
960: {(rain,>,2.8);(temp,<=,-9);(city,<=,"Constanta");(wind,<,30)}
1282: {(rain,<=,4.1);(city,=,"Brasov");(stationid,<=,73)}
1450: {(rain,<=,21.3);(city,<=,"Brasov")}
965: {(rain,>,44.6);(temp,>,-1);(city,=,"Timisoara")}
1283: {(city,=,"Iasi");(wind,!=,82)}
968: {(city,>,"Iasi");(wind,!=,22);(direction,!=,"N")}
1451: {(date,<=,24.12.2023);(city,=,"Constanta");(stationid,<,37)}
969: {(rain,>=,19.4);(temp,!=,18);(city,=,"Brasov");(wind,<,45)}
1453: {(city,=,"Craiova");(stationid,>,77);(wind,<,27);(direction,!=,"W")}
971: {(rain,!=,7.4);(temp,>,-5);(city,=,"Constanta");(stationid,!=,42);(direction,<,"W")}
1460: {(date,<,18.03.2023);(city,=,"Iasi");(wind,<,19)}
1468: {(rain,<,10.2);(temp,!=,22);(city,=,"Brasov");(stationid,>,39);(wind,!=,50);(direction,>,"N")}
975: {(date,!=,15.12.2024);(temp,>,-9);(city,=,"Craiova");(stationid,!=,10)}
1469: {(city,>=,"Iasi");(stationid,<,5);(wind,<,47)}
976: {(city,=,"Brasov")}
1285: {(date,!=,24.06.2023);(city,=,"Brasov");(stationid,!=,45)}
978: {(rain,>,43.0)}
1290: {(rain,>,8.7);(temp,!=,-1);(city,=,"Bucharest");(stationid,>=,34);(wind,<=,57);(direction,!=,"NE")}
1470: {(temp,>=,14);(city,=,"Constanta");(stationid,<=,99);(wind,!=,52);(direction,!=,"NE")}
981: {(city,=,"Cluj")}
986: {(city,=,"Brasov");(wind,<,79)}
1293: {(temp,>,13);(direction,>=,"SW")}
1474: {(city,=,"Timisoara");(stationid,>,47)}
987: {(rain,>=,23.7);(city,<,"Brasov")}
1476: {(date,>=,27.11.2023);(temp,<,25);(city,=,"Constanta");(stationid,>,6);(wind,<=,59);(direction,<,"E")}
1294: {(city,>=,"Constanta");(stationid,<,91);(wind,!=,86)}
988: {(rain,<,40.8);(temp,>,1);(wind,>,68)}
1481: {(date,!=,04.05.2023);(temp,<,22);(city,=,"Timisoara")}
1301: {(temp,<=,15);(direction,!=,"NE")}
992: {(temp,>,21);(city,!=,"Cluj");(stationid,!=,40)}
1484: {(rain,<=,28.5);(temp,<,14);(city,=,"Timisoara");(direction,<,"N")}
1302: {(temp,>=,20);(city,=,"Bucharest")}
1305: {(temp,<=,25);(city,=,"Timisoara");(stationid,>=,100)}
1488: {(rain,!=,48.7);(city,=,"Constanta");(wind,<,19)}
995: {(rain,<,0.7);(temp,!=,26);(city,!=,"Constanta");(direction,>=,"NW")}
997: {(temp,!=,-2);(city,=,"Cluj");(stationid,>=,7);(direction,<=,"W")}
1307: {(rain,<=,33.1);(city,=,"Cluj");(direction,!=,"N")}
1492: {(temp,>=,27);(city,=,"Bucharest")}
1003: {(date,!=,29.12.2023);(rain,>,1.2);(city,=,"Craiova");(wind,<=,92)}
1313: {(date,!=,24.04.2023);(temp,>=,18);(city,=,"Bucharest")}
1495: {(rain,>=,7.0);(temp,>,18);(city,<=,"Constanta")}
1004: {}
1321: {(temp,>=,1);(city,=,"Constanta");(wind,>,13)}
1505: {(temp,<,11);(city,<=,"Bucharest");(wind,<,17)}
1016: {(city,=,"Timisoara");(wind,>,48);(direction,>=,"N")}
1506: {(city,=,"Cluj")}
1322: {(rain,!=,10.8);(city,=,"Craiova");(stationid,>,55)}
1514: {(city,=,"Craiova");(wind,<=,80)}
1019: {(date,<,09.08.2024);(temp,!=,21);(city,=,"Cluj");(wind,>=,89)}
1325: {(temp,<=,1);(city,>,"Brasov");(stationid,<,93)}
1516: {(temp,!=,-2);(city,<=,"Timisoara");(wind,<,60)}
1021: {(city,=,"Cluj");(stationid,!=,62);(wind,>,84)}
1330: {(city,=,"Craiova");(wind,>=,32)}
1024: {(city,=,"Constanta");(wind,>=,37)}
1520: {(rain,>,45.4);(temp,<,27);(city,=,"Iasi");(wind,!=,28)}
1333: {(city,=,"Iasi");(wind,>,26)}
1025: {(rain,<=,14.4);(city,<,"Bucharest")}
1335: {(city,=,"Iasi");(stationid,!=,94)}
1032: {(temp,<,28);(city,=,"Iasi");(stationid,>=,39);(wind,<=,78)}
1336: {(city,<,"Bucharest");(wind,>,88);(direction,!=,"NE")}
1034: {(date,<,23.12.2025);(temp,!=,23);(city,=,"Craiova")}
1337: {(rain,>,25.9);(city,<,"Brasov")}
1521: {(temp,>=,28);(city,=,"Bucharest");(wind,<=,3)}
1036: {(rain,!=,10.3);(temp,>,-7);(city,=,"Brasov")}
1338: {(city,=,"Constanta");(stationid,>=,33)}
1522: {(temp,<,-6);(stationid,!=,7);(wind,>=,98)}
1037: {(city,=,"Timisoara")}
1339: {(temp,<=,18);(city,=,"Constanta")}
1042: {(rain,<,33.3);(temp,<,-6);(city,=,"Craiova");(wind,<,57);(direction,>,"S")}
1340: {(rain,!=,48.0);(city,=,"Iasi");(wind,<=,23);(direction,>=,"N")}
1524: {(date,>,11.05.2024);(temp,<,25);(city,=,"Cluj");(wind,<,10)}
1043: {(rain,!=,17.2);(temp,!=,16);(city,!=,"Bucharest");(wind,>=,27)}
1348: {(temp,>,-7);(stationid,<,55);(wind,<,47)}
1525: {(date,!=,29.08.2025);(city,=,"Iasi")}
1046: {(city,>=,"Cluj");(stationid,<=,90);(wind,<=,66)}
1534: {(rain,<,28.9);(city,=,"Brasov")}
1049: {(date,>=,15.11.2024);(rain,!=,15.2);(city,=,"Brasov");(direction,<,"NE")}
1535: {(temp,!=,-4);(direction,<,"W")}
1349: {(city,<,"Brasov");(wind,<,85);(direction,!=,"E")}
1540: {(rain,>,24.0);(temp,!=,1);(city,>,"Timisoara");(wind,<=,77)}
1350: {(date,!=,10.10.2023);(rain,<,49.8);(city,=,"Craiova")}
1541: {(city,=,"Cluj")}
1050: {(date,<,20.03.2025);(temp,>,-1);(city,<,"Iasi")}
1354: {(rain,!=,48.1);(city,=,"Timisoara")}
1546: {(date,>,04.01.2024);(city,=,"Brasov");(wind,>=,51)}
1051: {(city,=,"Cluj");(wind,!=,84)}
1356: {(rain,!=,37.3);(temp,!=,19);(city,=,"Brasov")}
1549: {(temp,<,23);(city,=,"Constanta");(stationid,<=,12)}
1369: {(temp,>,4);(city,>=,"Bucharest");(stationid,>=,99);(wind,<=,98)}
1052: {(city,<,"Constanta");(wind,>,45)}
1374: {(temp,<=,23);(city,=,"Cluj");(stationid,!=,92);(wind,!=,32)}
1053: {(temp,<,-9);(city,=,"Constanta")}
1552: {(temp,<,-8);(city,!=,"Cluj");(direction,<=,"S")}
1377: {(rain,<=,12.3);(temp,<=,29);(city,=,"Craiova");(wind,<,76)}
1379: {(temp,>,-2);(city,<=,"Cluj")}
1557: {(rain,>,31.3);(temp,<=,-7);(city,=,"Bucharest")}
1382: {(rain,<,15.6);(temp,>=,15);(city,=,"Bucharest");(stationid,!=,17);(wind,!=,52)}
1565: {(temp,>,21);(city,=,"Craiova")}
1386: {(wind,<,79)}
1573: {(temp,<,27);(city,=,"Craiova");(stationid,!=,37)}
1389: {(temp,<=,12);(city,<=,"Craiova");(stationid,>=,58);(wind,!=,72);(direction,>=,"W")}
1574: {(temp,>=,19);(city,=,"Timisoara");(wind,>=,94)}
1390: {(rain,>=,16.7);(city,=,"Craiova");(stationid,>,87)}
1575: {(city,<,"Craiova");(wind,!=,50)}
1395: {(temp,>,28);(city,=,"Brasov");(wind,>=,23)}
1402: {(temp,!=,22);(city,=,"Timisoara")}
1581: {(temp,<=,28);(city,=,"Constanta")}
1404: {(city,>=,"Iasi")}
1054: {(rain,!=,11.7);(temp,<,9);(city,!=,"Constanta");(stationid,>=,77);(wind,!=,87)}
1584: {(city,=,"Constanta");(wind,>,99)}
1405: {(temp,>=,27);(city,=,"Brasov");(stationid,<,56)}
1408: {(temp,<,1);(city,<=,"Timisoara");(stationid,>=,68)}
1589: {(rain,>=,45.2);(temp,>=,11);(city,=,"Constanta");(stationid,<=,24);(wind,>=,10)}
1410: {(temp,!=,14);(city,=,"Iasi");(wind,>,26)}
1596: {(city,=,"Bucharest")}
1411: {(rain,!=,17.3);(temp,>=,28);(city,=,"Brasov");(wind,>=,28)}
1416: {(city,=,"Cluj");(wind,<=,79);(direction,!=,"W")}
1597: {(rain,>,10.1);(temp,<,11);(city,=,"Cluj");(wind,!=,58);(direction,<=,"NW")}
1057: {(city,<=,"Brasov");(stationid,>,77);(wind,<=,89)}
1059: {(temp,!=,-2);(city,=,"Bucharest")}
1425: {(rain,<,40.8);(city,=,"Timisoara");(wind,!=,16);(direction,<=,"N")}
1600: {(temp,!=,20);(city,<,"Cluj")}
1426: {(temp,<,6);(city,=,"Craiova")}
1064: {(rain,<=,7.3);(temp,<,-10);(city,<=,"Brasov")}
1427: {(rain,>,33.0);(temp,<=,24);(city,=,"Brasov");(stationid,<=,8);(wind,<=,20);(direction,>=,"E")}
1429: {(rain,<,23.6);(city,=,"Cluj");(wind,>=,63)}
1065: {(city,=,"Timisoara");(stationid,<=,27)}
1430: {(date,<,03.12.2025);(temp,>=,24)}
1066: {(rain,>=,41.3);(temp,>=,-8);(city,<,"Cluj")}
1605: {(rain,>=,29.2);(temp,!=,1);(city,=,"Cluj");(stationid,<,79);(wind,<,80)}
1437: {(rain,>,6.9);(temp,<=,4);(city,=,"Timisoara");(wind,!=,11)}
1067: {(rain,<=,11.0);(temp,>,4);(city,=,"Cluj");(wind,!=,8)}
1440: {(date,>,23.09.2025);(city,=,"Cluj");(stationid,>,57);(wind,>=,67);(direction,!=,"SE")}
1607: {(city,!=,"Craiova")}
1068: {(temp,!=,9);(city,=,"Timisoara");(direction,!=,"NW")}
1455: {(rain,<,26.5);(city,>=,"Constanta");(stationid,<=,51);(wind,<,7)}
1074: {(rain,<,45.1);(temp,<=,-8);(city,>=,"Constanta");(wind,!=,6)}
1611: {(date,>,03.07.2025);(rain,>=,35.5);(city,=,"Timisoara")}
1076: {(temp,>,4);(city,=,"Constanta")}
1612: {(rain,<=,43.7);(city,!=,"Constanta");(stationid,<,17);(direction,<,"SW")}
1613: {(city,=,"Timisoara");(wind,>=,23)}
1614: {(date,!=,22.08.2023);(rain,<,22.4);(temp,<,-8)}
1615: {(rain,<,11.6);(stationid,!=,89);(wind,<=,51)}
1456: {(rain,>=,42.5);(temp,<,13);(city,=,"Iasi");(stationid,>=,92)}
1619: {(rain,!=,18.3);(temp,<=,-9);(city,=,"Brasov");(stationid,<,24)}
1620: {(rain,<=,30.1);(temp,!=,29);(city,=,"Timisoara");(wind,>=,48)}
1079: {(temp,<=,25);(city,=,"Iasi");(wind,>=,85)}
1080: {}
1457: {(date,<=,26.01.2023);(city,=,"Craiova")}
1458: {(rain,<,18.3);(wind,<=,68)}
1461: {(temp,<,8);(city,<=,"Bucharest");(wind,>,68);(direction,>=,"W")}
1463: {(rain,>,46.3);(temp,<,8);(wind,!=,59)}
1082: {(date,!=,15.01.2025);(temp,>,23);(city,=,"Bucharest");(wind,<,48)}
1621: {(stationid,<=,48)}
1465: {(temp,>,-8);(city,>,"Bucharest")}
1622: {(city,>=,"Bucharest");(direction,<=,"SE")}
1471: {(city,=,"Timisoara");(wind,<,27)}
1623: {(city,!=,"Craiova");(wind,>,81)}
1624: {(temp,<=,14);(city,<,"Bucharest")}
1628: {(city,=,"Brasov");(wind,<,61)}
1085: {(temp,<=,30);(city,=,"Brasov");(stationid,<=,36);(wind,<,27)}
1472: {(temp,>=,17);(city,=,"Cluj");(stationid,<=,22);(wind,>,89)}
1086: {(date,!=,05.10.2023);(rain,>,10.2);(city,>=,"Constanta");(stationid,<=,97);(direction,>=,"NW")}
1630: {(rain,<=,1.2);(temp,>,4);(city,=,"Bucharest");(wind,<=,64);(direction,<=,"E")}
1087: {(rain,<=,41.8);(temp,<,21);(city,=,"Craiova");(wind,!=,59)}
1634: {(temp,<,11);(city,=,"Bucharest");(wind,<=,30)}
1093: {(temp,<=,3);(city,=,"Timisoara");(stationid,<=,43);(wind,>,95)}
1473: {(city,=,"Cluj")}
1095: {(city,=,"Bucharest")}
1635: {(temp,<=,-8);(city,=,"Constanta");(stationid,>=,2);(wind,<,90);(direction,>,"S")}
1475: {(date,!=,24.05.2025);(city,=,"Bucharest");(direction,<,"NW")}
1636: {(temp,<=,23);(city,<,"Brasov");(wind,<=,43)}
1477: {(temp,!=,23);(city,=,"Bucharest");(stationid,<,28);(wind,>=,50)}
1640: {(temp,<=,5);(city,>=,"Constanta");(stationid,>,49);(wind,>=,29)}
1479: {(date,<,03.05.2024);(rain,>,13.3);(temp,!=,-4);(city,>=,"Brasov");(wind,>,77);(direction,>,"SW")}
1641: {(city,>,"Craiova")}
1480: {(temp,<=,16);(city,=,"Timisoara")}
1644: {(city,>=,"Timisoara");(wind,>=,29)}
1482: {(date,<,24.09.2025);(rain,<,6.1);(city,=,"Cluj");(stationid,>,96);(wind,>=,95)}
1647: {(city,>,"Craiova");(wind,!=,75)}
1487: {(rain,<,7.0);(city,=,"Iasi");(wind,>,33)}
1648: {(rain,<=,1.7);(city,>,"Craiova");(stationid,>=,95);(wind,!=,87)}
1489: {(rain,!=,4.1);(city,=,"Constanta");(wind,<=,39)}
1098: {(temp,!=,16);(city,<=,"Constanta")}
1099: {(rain,<,33.3);(temp,>=,14);(city,=,"Timisoara");(stationid,>=,58)}
1652: {(temp,<=,30);(city,=,"Craiova");(stationid,>,88)}
1490: {(rain,>,46.0);(temp,<=,27);(city,>,"Iasi");(wind,<,39)}
1103: {(rain,<=,48.8);(city,<,"Constanta")}
1653: {(temp,<,6);(city,=,"Iasi");(stationid,>=,31);(wind,<,71)}
1106: {(temp,<,-2);(city,=,"Bucharest");(wind,>=,56)}
1491: {(rain,>=,38.6);(city,=,"Iasi");(direction,<,"E")}
1655: {(rain,!=,45.1);(temp,!=,7);(city,=,"Bucharest");(stationid,>=,64);(wind,!=,38)}
1493: {(rain,!=,45.8);(temp,<=,3)}
1112: {(rain,<,29.4);(temp,>,-8);(city,=,"Timisoara");(wind,>,3)}
1661: {(temp,>=,-10);(city,=,"Craiova")}
1116: {(city,=,"Craiova");(stationid,>=,13);(wind,>=,88);(direction,>=,"W")}
1117: {(city,>=,"Bucharest")}
1664: {(date,>=,30.07.2025);(rain,<,17.3);(temp,!=,28);(city,=,"Timisoara");(wind,>=,57)}
1119: {(city,=,"Constanta");(stationid,>,14);(wind,<,81)}
1122: {(rain,!=,23.5);(temp,>,14);(city,!=,"Brasov");(stationid,<=,11)}
1667: {(date,>,01.05.2024);(rain,<,11.4);(temp,>=,0);(city,<=,"Bucharest");(stationid,!=,37)}
1124: {(date,<,30.06.2024);(city,>=,"Cluj")}
1670: {(direction,>,"SE")}
1126: {(date,>=,23.09.2025);(rain,<,44.7);(temp,<,14);(city,=,"Craiova")}
1496: {(rain,<,5.4);(temp,<,-6);(city,=,"Iasi");(wind,!=,77);(direction,<,"NW")}
1673: {(rain,>=,48.8);(temp,>=,2);(city,=,"Timisoara");(wind,>,29)}
